CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
041fa1816cc4        app               0.01%               385.9MiB / 7.448GiB   5.06%               6.15GB / 5.64GB     229kB / 0B          0
a9330bc416f3        opt_engine           100.30%             203.4MiB / 7.448GiB   2.67%               2.74GB / 1.24GB     69.6kB / 16.2MB     0
497c982d402d        redis                   0.13%               2.091GiB / 7.448GiB   28.07%              4.21GB / 2.53GB     0B / 800GB          0
CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
cb815173b14c        nginx                0.00%               5.828MiB / 7.448GiB   0.08%               950MB / 980MB       36.9kB / 8.19kB     0
bb0b32bc4d1e        app_worker      0.00%               77.14MiB / 7.448GiB   1.01%               1.18GB / 1GB        0B / 0B             0
f69d55818a0b        app_scheduler   0.08%               71.91MiB / 7.448GiB   0.94%               95.9MB / 228MB      0B / 0B             0
041fa1816cc4        app               0.10%               386.1MiB / 7.448GiB   5.06%               6.15GB / 5.64GB     229kB / 0B          0
a9330bc416f3        opt_engine           100.05%             203.4MiB / 7.448GiB   2.67%               2.74GB / 1.24GB     69.6kB / 16.2MB     0
497c982d402d        redis                   0.09%               2.091GiB / 7.448GiB   28.07%              4.21GB / 2.53GB     0B / 800GB          0
CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
cb815173b14c        nginx                0.00%               5.828MiB / 7.448GiB   0.08%               950MB / 980MB       36.9kB / 8.19kB     0
bb0b32bc4d1e        app_worker      0.00%               77.14MiB / 7.448GiB   1.01%               1.18GB / 1GB        0B / 0B             0
f69d55818a0b        app_scheduler   0.07%               72.11MiB / 7.448GiB   0.95%               95.9MB / 228MB      0B / 0B             0
041fa1816cc4        app               0.01%               385.9MiB / 7.448GiB   5.06%               6.15GB / 5.64GB     229kB / 0B          0
a9330bc416f3        opt_engine           100.20%             114.9MiB / 7.448GiB   1.51%               2.74GB / 1.24GB     69.6kB / 16.2MB     0
497c982d402d        redis                   0.10%               2.091GiB / 7.448GiB   28.07%              4.21GB / 2.53GB     0B / 800GB          0
CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
cb815173b14c        nginx                0.00%               5.828MiB / 7.448GiB   0.08%               950MB / 980MB       36.9kB / 8.19kB     0
bb0b32bc4d1e        app_worker      0.00%               77.14MiB / 7.448GiB   1.01%               1.18GB / 1GB        0B / 0B             0
f69d55818a0b        app_scheduler   0.09%               72.14MiB / 7.448GiB   0.95%               95.9MB / 228MB      0B / 0B             0
041fa1816cc4        app               0.01%               385.9MiB / 7.448GiB   5.06%               6.15GB / 5.64GB     229kB / 0B          0
a9330bc416f3        opt_engine           100.05%             114.9MiB / 7.448GiB   1.51%               2.74GB / 1.24GB     69.6kB / 16.2MB     0
497c982d402d        redis                   0.07%               2.091GiB / 7.448GiB   28.07%              4.21GB / 2.53GB     0B / 800GB          0
CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
cb815173b14c        nginx                0.00%               5.828MiB / 7.448GiB   0.08%               950MB / 980MB       36.9kB / 8.19kB     0
bb0b32bc4d1e        app_worker      0.00%               77.14MiB / 7.448GiB   1.01%               1.18GB / 1GB        0B / 0B             0
f69d55818a0b        app_scheduler   0.08%               72.11MiB / 7.448GiB   0.95%               95.9MB / 228MB      0B / 0B             0
041fa1816cc4        app               0.01%               385.9MiB / 7.448GiB   5.06%               6.15GB / 5.64GB     229kB / 0B          0
a9330bc416f3        opt_engine           99.65%              114.9MiB / 7.448GiB   1.51%               2.74GB / 1.24GB     69.6kB / 16.2MB     0
497c982d402d        redis                   0.07%               2.091GiB / 7.448GiB   28.07%              4.21GB / 2.53GB     0B / 800GB          0
CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
cb815173b14c        nginx                0.00%               5.719MiB / 7.448GiB   0.07%               950MB / 981MB       36.9kB / 8.19kB     0
bb0b32bc4d1e        app_worker      0.00%               77.14MiB / 7.448GiB   1.01%               1.18GB / 1GB        0B / 0B             0
f69d55818a0b        app_scheduler   0.09%               71.91MiB / 7.448GiB   0.94%               95.9MB / 228MB      0B / 0B             0
041fa1816cc4        app               0.01%               386MiB / 7.448GiB     5.06%               6.15GB / 5.64GB     229kB / 0B          0
a9330bc416f3        opt_engine           100.02%             115.4MiB / 7.448GiB   1.51%               2.74GB / 1.24GB     69.6kB / 16.2MB     0
497c982d402d        redis                   0.08%               2.092GiB / 7.448GiB   28.09%              4.21GB / 2.53GB     0B / 800GB          0
CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
cb815173b14c        nginx                0.00%               5.719MiB / 7.448GiB   0.07%               950MB / 981MB       36.9kB / 8.19kB     0
bb0b32bc4d1e        app_worker      0.00%               77.14MiB / 7.448GiB   1.01%               1.18GB / 1GB        0B / 0B             0
f69d55818a0b        app_scheduler   0.08%               71.91MiB / 7.448GiB   0.94%               95.9MB / 228MB      0B / 0B             0
041fa1816cc4        app               4.35%               385.4MiB / 7.448GiB   5.05%               6.16GB / 5.64GB     229kB / 0B          0
a9330bc416f3        opt_engine           99.56%              115.3MiB / 7.448GiB   1.51%               2.74GB / 1.24GB     69.6kB / 16.2MB     0
497c982d402d        redis                   0.09%               2.092GiB / 7.448GiB   28.09%              4.21GB / 2.53GB     0B / 800GB          0
CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
cb815173b14c        nginx                0.00%               5.719MiB / 7.448GiB   0.07%               950MB / 981MB       36.9kB / 8.19kB     0
bb0b32bc4d1e        app_worker      0.00%               77.14MiB / 7.448GiB   1.01%               1.18GB / 1GB        0B / 0B             0
f69d55818a0b        app_scheduler   0.09%               72.09MiB / 7.448GiB   0.95%               95.9MB / 228MB      0B / 0B             0
041fa1816cc4        app               0.06%               385.1MiB / 7.448GiB   5.05%               6.16GB / 5.64GB     229kB / 0B          0
a9330bc416f3        opt_engine           99.90%              115.3MiB / 7.448GiB   1.51%               2.74GB / 1.24GB     69.6kB / 16.2MB     0
497c982d402d        redis                   0.06%               2.092GiB / 7.448GiB   28.08%              4.21GB / 2.53GB     0B / 800GB          0
CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
cb815173b14c        nginx                0.00%               5.719MiB / 7.448GiB   0.07%               950MB / 981MB       36.9kB / 8.19kB     0
bb0b32bc4d1e        app_worker      0.00%               77.14MiB / 7.448GiB   1.01%               1.18GB / 1GB        0B / 0B             0
f69d55818a0b        app_scheduler   0.07%               72.02MiB / 7.448GiB   0.94%               95.9MB / 228MB      0B / 0B             0
041fa1816cc4        app               33.43%              385.3MiB / 7.448GiB   5.05%               6.16GB / 5.64GB     229kB / 0B          0
a9330bc416f3        opt_engine           40.87%              115.2MiB / 7.448GiB   1.51%               2.74GB / 1.24GB     69.6kB / 16.2MB     0
497c982d402d        redis                   0.86%               2.092GiB / 7.448GiB   28.08%              4.21GB / 2.53GB     0B / 800GB          0
CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
cb815173b14c        nginx                0.00%               5.719MiB / 7.448GiB   0.07%               950MB / 981MB       36.9kB / 8.19kB     0
bb0b32bc4d1e        app_worker      0.00%               77.14MiB / 7.448GiB   1.01%               1.18GB / 1GB        0B / 0B             0
f69d55818a0b        app_scheduler   0.08%               72.09MiB / 7.448GiB   0.95%               95.9MB / 228MB      0B / 0B             0
041fa1816cc4        app               0.01%               384MiB / 7.448GiB     5.04%               6.16GB / 5.65GB     229kB / 0B          0
a9330bc416f3        opt_engine           100.05%             115.4MiB / 7.448GiB   1.51%               2.74GB / 1.24GB     69.6kB / 16.3MB     0
497c982d402d        redis                   0.06%               2.092GiB / 7.448GiB   28.09%              4.21GB / 2.53GB     0B / 800GB          0
CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
cb815173b14c        nginx                0.03%               5.719MiB / 7.448GiB   0.07%               950MB / 981MB       36.9kB / 8.19kB     0
bb0b32bc4d1e        app_worker      1.69%               77.25MiB / 7.448GiB   1.01%               1.18GB / 1GB        0B / 0B             0
f69d55818a0b        app_scheduler   0.06%               71.97MiB / 7.448GiB   0.94%               95.9MB / 228MB      0B / 0B             0
041fa1816cc4        app               10.99%              383.9MiB / 7.448GiB   5.03%               6.16GB / 5.65GB     229kB / 0B          0
a9330bc416f3        opt_engine           0.22%               115.3MiB / 7.448GiB   1.51%               2.74GB / 1.24GB     69.6kB / 16.3MB     0
497c982d402d        redis                   0.43%               2.093GiB / 7.448GiB   28.10%              4.21GB / 2.53GB     0B / 800GB          0
CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
cb815173b14c        nginx                0.00%               5.719MiB / 7.448GiB   0.07%               950MB / 981MB       36.9kB / 8.19kB     0
bb0b32bc4d1e        app_worker      0.00%               77.16MiB / 7.448GiB   1.01%               1.18GB / 1GB        0B / 0B             0
f69d55818a0b        app_scheduler   0.08%               71.91MiB / 7.448GiB   0.94%               95.9MB / 228MB      0B / 0B             0
041fa1816cc4        app               3.26%               384.2MiB / 7.448GiB   5.04%               6.16GB / 5.65GB     229kB / 0B          0
a9330bc416f3        opt_engine           99.56%              115.3MiB / 7.448GiB   1.51%               2.74GB / 1.24GB     69.6kB / 16.3MB     0
497c982d402d        redis                   0.06%               2.093GiB / 7.448GiB   28.10%              4.21GB / 2.53GB     0B / 800GB          0
CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
cb815173b14c        nginx                0.04%               5.719MiB / 7.448GiB   0.07%               950MB / 981MB       36.9kB / 8.19kB     0
bb0b32bc4d1e        app_worker      0.00%               77.14MiB / 7.448GiB   1.01%               1.18GB / 1GB        0B / 0B             0
f69d55818a0b        app_scheduler   0.06%               71.99MiB / 7.448GiB   0.94%               95.9MB / 228MB      0B / 0B             0
041fa1816cc4        app               25.26%              384.6MiB / 7.448GiB   5.04%               6.16GB / 5.65GB     229kB / 0B          0
a9330bc416f3        opt_engine           0.12%               115.2MiB / 7.448GiB   1.51%               2.74GB / 1.24GB     69.6kB / 16.3MB     0
497c982d402d        redis                   0.69%               2.093GiB / 7.448GiB   28.10%              4.21GB / 2.53GB     0B / 800GB          0
CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
cb815173b14c        nginx                0.00%               5.719MiB / 7.448GiB   0.07%               950MB / 981MB       36.9kB / 8.19kB     0
bb0b32bc4d1e        app_worker      0.00%               77.14MiB / 7.448GiB   1.01%               1.18GB / 1GB        0B / 0B             0
f69d55818a0b        app_scheduler   0.07%               72.02MiB / 7.448GiB   0.94%               95.9MB / 228MB      0B / 0B             0
041fa1816cc4        app               0.01%               384.6MiB / 7.448GiB   5.04%               6.16GB / 5.65GB     229kB / 0B          0
a9330bc416f3        opt_engine           99.88%              115.7MiB / 7.448GiB   1.52%               2.74GB / 1.24GB     69.6kB / 16.3MB     0
497c982d402d        redis                   0.07%               2.093GiB / 7.448GiB   28.10%              4.21GB / 2.53GB     0B / 800GB          0
CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
cb815173b14c        nginx                0.00%               5.719MiB / 7.448GiB   0.07%               950MB / 981MB       36.9kB / 8.19kB     0
bb0b32bc4d1e        app_worker      0.00%               77.14MiB / 7.448GiB   1.01%               1.18GB / 1GB        0B / 0B             0
f69d55818a0b        app_scheduler   0.07%               72.09MiB / 7.448GiB   0.95%               96MB / 228MB        0B / 0B             0
041fa1816cc4        app               0.01%               384.6MiB / 7.448GiB   5.04%               6.16GB / 5.65GB     229kB / 0B          0
a9330bc416f3        opt_engine           100.15%             115.7MiB / 7.448GiB   1.52%               2.74GB / 1.24GB     69.6kB / 16.3MB     0
497c982d402d        redis                   0.06%               2.093GiB / 7.448GiB   28.10%              4.21GB / 2.53GB     0B / 801GB          0
CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
cb815173b14c        nginx                0.00%               5.719MiB / 7.448GiB   0.07%               950MB / 981MB       36.9kB / 8.19kB     0
bb0b32bc4d1e        app_worker      0.00%               77.14MiB / 7.448GiB   1.01%               1.18GB / 1GB        0B / 0B             0
f69d55818a0b        app_scheduler   0.08%               72.25MiB / 7.448GiB   0.95%               96MB / 228MB        0B / 0B             0
041fa1816cc4        app               0.01%               384.6MiB / 7.448GiB   5.04%               6.16GB / 5.65GB     229kB / 0B          0
a9330bc416f3        opt_engine           99.41%              115.7MiB / 7.448GiB   1.52%               2.74GB / 1.24GB     69.6kB / 16.3MB     0
497c982d402d        redis                   0.07%               2.093GiB / 7.448GiB   28.10%              4.21GB / 2.53GB     0B / 801GB          0
CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
cb815173b14c        nginx                0.00%               5.719MiB / 7.448GiB   0.07%               950MB / 981MB       36.9kB / 8.19kB     0
bb0b32bc4d1e        app_worker      0.00%               77.14MiB / 7.448GiB   1.01%               1.18GB / 1GB        0B / 0B             0
f69d55818a0b        app_scheduler   0.07%               71.91MiB / 7.448GiB   0.94%               96MB / 228MB        0B / 0B             0
041fa1816cc4        app               3.02%               385MiB / 7.448GiB     5.05%               6.16GB / 5.65GB     229kB / 0B          0
a9330bc416f3        opt_engine           99.65%              116.4MiB / 7.448GiB   1.53%               2.74GB / 1.24GB     69.6kB / 16.3MB     0
497c982d402d        redis                   0.08%               2.093GiB / 7.448GiB   28.11%              4.21GB / 2.53GB     0B / 801GB          0
CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
cb815173b14c        nginx                0.00%               5.84MiB / 7.448GiB    0.08%               950MB / 981MB       36.9kB / 8.19kB     0
bb0b32bc4d1e        app_worker      0.00%               77.14MiB / 7.448GiB   1.01%               1.18GB / 1GB        0B / 0B             0
f69d55818a0b        app_scheduler   0.06%               72.04MiB / 7.448GiB   0.94%               96MB / 228MB        0B / 0B             0
041fa1816cc4        app               0.01%               384.5MiB / 7.448GiB   5.04%               6.16GB / 5.65GB     229kB / 0B          0
a9330bc416f3        opt_engine           100.55%             116.7MiB / 7.448GiB   1.53%               2.74GB / 1.24GB     69.6kB / 16.3MB     0
497c982d402d        redis                   0.11%               2.094GiB / 7.448GiB   28.11%              4.21GB / 2.53GB     0B / 801GB          0
CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
cb815173b14c        nginx                0.00%               5.719MiB / 7.448GiB   0.07%               950MB / 981MB       36.9kB / 8.19kB     0
bb0b32bc4d1e        app_worker      0.00%               77.14MiB / 7.448GiB   1.01%               1.18GB / 1GB        0B / 0B             0
f69d55818a0b        app_scheduler   0.07%               72.03MiB / 7.448GiB   0.94%               96MB / 228MB        0B / 0B             0
041fa1816cc4        app               0.01%               384.5MiB / 7.448GiB   5.04%               6.16GB / 5.65GB     229kB / 0B          0
a9330bc416f3        opt_engine           99.90%              116.7MiB / 7.448GiB   1.53%               2.74GB / 1.24GB     69.6kB / 16.3MB     0
497c982d402d        redis                   0.08%               2.094GiB / 7.448GiB   28.11%              4.21GB / 2.53GB     0B / 801GB          0
CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
cb815173b14c        nginx                0.00%               5.719MiB / 7.448GiB   0.07%               950MB / 981MB       36.9kB / 8.19kB     0
bb0b32bc4d1e        app_worker      0.00%               77.14MiB / 7.448GiB   1.01%               1.18GB / 1GB        0B / 0B             0
f69d55818a0b        app_scheduler   0.06%               72.01MiB / 7.448GiB   0.94%               96MB / 228MB        0B / 0B             0
041fa1816cc4        app               0.01%               384.2MiB / 7.448GiB   5.04%               6.16GB / 5.65GB     229kB / 0B          0
a9330bc416f3        opt_engine           0.32%               116.5MiB / 7.448GiB   1.53%               2.74GB / 1.24GB     69.6kB / 16.3MB     0
497c982d402d        redis                   0.08%               2.094GiB / 7.448GiB   28.11%              4.21GB / 2.53GB     0B / 801GB          0
CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
cb815173b14c        nginx                0.00%               5.719MiB / 7.448GiB   0.07%               950MB / 981MB       36.9kB / 8.19kB     0
bb0b32bc4d1e        app_worker      0.00%               77.14MiB / 7.448GiB   1.01%               1.18GB / 1GB        0B / 0B             0
f69d55818a0b        app_scheduler   0.06%               71.94MiB / 7.448GiB   0.94%               96MB / 228MB        0B / 0B             0
041fa1816cc4        app               0.01%               384.1MiB / 7.448GiB   5.04%               6.16GB / 5.65GB     229kB / 0B          0
a9330bc416f3        opt_engine           0.31%               116.5MiB / 7.448GiB   1.53%               2.74GB / 1.24GB     69.6kB / 16.3MB     0
497c982d402d        redis                   0.07%               2.094GiB / 7.448GiB   28.11%              4.21GB / 2.53GB     0B / 801GB          0
CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
cb815173b14c        nginx                0.00%               5.719MiB / 7.448GiB   0.07%               950MB / 981MB       36.9kB / 8.19kB     0
bb0b32bc4d1e        app_worker      0.00%               77.14MiB / 7.448GiB   1.01%               1.18GB / 1GB        0B / 0B             0
f69d55818a0b        app_scheduler   0.06%               71.91MiB / 7.448GiB   0.94%               96MB / 228MB        0B / 0B             0
041fa1816cc4        app               0.12%               384.4MiB / 7.448GiB   5.04%               6.16GB / 5.65GB     229kB / 0B          0
a9330bc416f3        opt_engine           0.31%               116.5MiB / 7.448GiB   1.53%               2.74GB / 1.24GB     69.6kB / 16.3MB     0
497c982d402d        redis                   0.07%               2.094GiB / 7.448GiB   28.11%              4.21GB / 2.53GB     0B / 801GB          0
CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
cb815173b14c        nginx                0.00%               5.719MiB / 7.448GiB   0.07%               950MB / 981MB       36.9kB / 8.19kB     0
bb0b32bc4d1e        app_worker      0.00%               77.14MiB / 7.448GiB   1.01%               1.18GB / 1GB        0B / 0B             0
f69d55818a0b        app_scheduler   0.06%               71.98MiB / 7.448GiB   0.94%               96MB / 228MB        0B / 0B             0
041fa1816cc4        app               0.01%               384.2MiB / 7.448GiB   5.04%               6.16GB / 5.65GB     229kB / 0B          0
a9330bc416f3        opt_engine           0.32%               116.5MiB / 7.448GiB   1.53%               2.74GB / 1.24GB     69.6kB / 16.3MB     0
497c982d402d        redis                   0.07%               2.094GiB / 7.448GiB   28.11%              4.21GB / 2.53GB     0B / 801GB          0
CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
cb815173b14c        nginx                0.00%               5.719MiB / 7.448GiB   0.07%               950MB / 981MB       36.9kB / 8.19kB     0
bb0b32bc4d1e        app_worker      0.00%               77.14MiB / 7.448GiB   1.01%               1.18GB / 1GB        0B / 0B             0
f69d55818a0b        app_scheduler   0.06%               71.91MiB / 7.448GiB   0.94%               96MB / 228MB        0B / 0B             0
041fa1816cc4        app               0.01%               384.1MiB / 7.448GiB   5.04%               6.16GB / 5.65GB     229kB / 0B          0
a9330bc416f3        opt_engine           0.16%               116.5MiB / 7.448GiB   1.53%               2.74GB / 1.24GB     69.6kB / 16.3MB     0
497c982d402d        redis                   0.08%               2.094GiB / 7.448GiB   28.12%              4.21GB / 2.53GB     0B / 801GB          0
CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
cb815173b14c        nginx                0.00%               5.719MiB / 7.448GiB   0.07%               950MB / 981MB       36.9kB / 8.19kB     0
bb0b32bc4d1e        app_worker      0.00%               77.14MiB / 7.448GiB   1.01%               1.18GB / 1GB        0B / 0B             0
f69d55818a0b        app_scheduler   0.06%               72.01MiB / 7.448GiB   0.94%               96MB / 228MB        0B / 0B             0
041fa1816cc4        app               0.01%               384.1MiB / 7.448GiB   5.04%               6.16GB / 5.65GB     229kB / 0B          0
a9330bc416f3        opt_engine           0.32%               116.5MiB / 7.448GiB   1.53%               2.74GB / 1.24GB     69.6kB / 16.3MB     0
497c982d402d        redis                   0.08%               2.094GiB / 7.448GiB   28.12%              4.21GB / 2.53GB     0B / 801GB          0
CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
cb815173b14c        nginx                0.00%               5.719MiB / 7.448GiB   0.07%               950MB / 981MB       36.9kB / 8.19kB     0
bb0b32bc4d1e        app_worker      0.00%               77.14MiB / 7.448GiB   1.01%               1.18GB / 1GB        0B / 0B             0
f69d55818a0b        app_scheduler   0.06%               71.96MiB / 7.448GiB   0.94%               96MB / 228MB        0B / 0B             0
041fa1816cc4        app               0.01%               384.1MiB / 7.448GiB   5.04%               6.16GB / 5.65GB     229kB / 0B          0
a9330bc416f3        opt_engine           0.32%               116.5MiB / 7.448GiB   1.53%               2.74GB / 1.24GB     69.6kB / 16.3MB     0
497c982d402d        redis                   0.07%               2.094GiB / 7.448GiB   28.11%              4.22GB / 2.53GB     0B / 801GB          0
CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
cb815173b14c        nginx                0.00%               5.719MiB / 7.448GiB   0.07%               950MB / 981MB       36.9kB / 8.19kB     0
bb0b32bc4d1e        app_worker      0.00%               77.14MiB / 7.448GiB   1.01%               1.18GB / 1GB        0B / 0B             0
f69d55818a0b        app_scheduler   0.07%               71.91MiB / 7.448GiB   0.94%               96MB / 228MB        0B / 0B             0
041fa1816cc4        app               1.52%               384.3MiB / 7.448GiB   5.04%               6.16GB / 5.65GB     229kB / 0B          0
a9330bc416f3        opt_engine           0.16%               116.5MiB / 7.448GiB   1.53%               2.74GB / 1.24GB     69.6kB / 16.3MB     0
497c982d402d        redis                   0.08%               2.094GiB / 7.448GiB   28.11%              4.22GB / 2.53GB     0B / 801GB          0
CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
cb815173b14c        nginx                0.00%               5.719MiB / 7.448GiB   0.07%               950MB / 981MB       36.9kB / 8.19kB     0
bb0b32bc4d1e        app_worker      0.00%               77.14MiB / 7.448GiB   1.01%               1.18GB / 1GB        0B / 0B             0
f69d55818a0b        app_scheduler   0.07%               71.98MiB / 7.448GiB   0.94%               96MB / 228MB        0B / 0B             0
041fa1816cc4        app               0.01%               384.1MiB / 7.448GiB   5.04%               6.16GB / 5.65GB     229kB / 0B          0
a9330bc416f3        opt_engine           0.29%               116.5MiB / 7.448GiB   1.53%               2.74GB / 1.24GB     69.6kB / 16.3MB     0
497c982d402d        redis                   0.07%               2.094GiB / 7.448GiB   28.11%              4.22GB / 2.53GB     0B / 801GB          0
CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
cb815173b14c        nginx                0.00%               5.719MiB / 7.448GiB   0.07%               950MB / 981MB       36.9kB / 8.19kB     0
bb0b32bc4d1e        app_worker      0.00%               77.14MiB / 7.448GiB   1.01%               1.18GB / 1GB        0B / 0B             0
f69d55818a0b        app_scheduler   0.07%               71.91MiB / 7.448GiB   0.94%               96MB / 228MB        0B / 0B             0
041fa1816cc4        app               0.01%               384.2MiB / 7.448GiB   5.04%               6.16GB / 5.65GB     229kB / 0B          0
a9330bc416f3        opt_engine           0.31%               116.5MiB / 7.448GiB   1.53%               2.74GB / 1.24GB     69.6kB / 16.3MB     0
497c982d402d        redis                   0.08%               2.094GiB / 7.448GiB   28.12%              4.22GB / 2.53GB     0B / 801GB          0
CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
cb815173b14c        nginx                0.00%               5.719MiB / 7.448GiB   0.07%               950MB / 981MB       36.9kB / 8.19kB     0
bb0b32bc4d1e        app_worker      0.00%               77.14MiB / 7.448GiB   1.01%               1.18GB / 1GB        0B / 0B             0
f69d55818a0b        app_scheduler   0.06%               72.01MiB / 7.448GiB   0.94%               96MB / 228MB        0B / 0B             0
041fa1816cc4        app               0.01%               384.2MiB / 7.448GiB   5.04%               6.16GB / 5.65GB     229kB / 0B          0
a9330bc416f3        opt_engine           0.31%               116.5MiB / 7.448GiB   1.53%               2.74GB / 1.24GB     69.6kB / 16.3MB     0
497c982d402d        redis                   0.07%               2.094GiB / 7.448GiB   28.11%              4.22GB / 2.53GB     0B / 801GB          0
CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
cb815173b14c        nginx                0.00%               5.719MiB / 7.448GiB   0.07%               950MB / 981MB       36.9kB / 8.19kB     0
bb0b32bc4d1e        app_worker      0.00%               77.14MiB / 7.448GiB   1.01%               1.18GB / 1GB        0B / 0B             0
f69d55818a0b        app_scheduler   0.07%               72.04MiB / 7.448GiB   0.94%               96MB / 228MB        0B / 0B             0
041fa1816cc4        app               0.01%               384.2MiB / 7.448GiB   5.04%               6.16GB / 5.65GB     229kB / 0B          0
a9330bc416f3        opt_engine           0.32%               116.5MiB / 7.448GiB   1.53%               2.74GB / 1.24GB     69.6kB / 16.3MB     0
497c982d402d        redis                   0.07%               2.094GiB / 7.448GiB   28.11%              4.22GB / 2.53GB     0B / 801GB          0
CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
cb815173b14c        nginx                0.00%               5.719MiB / 7.448GiB   0.07%               950MB / 981MB       36.9kB / 8.19kB     0
bb0b32bc4d1e        app_worker      0.00%               77.14MiB / 7.448GiB   1.01%               1.18GB / 1GB        0B / 0B             0
f69d55818a0b        app_scheduler   0.06%               71.91MiB / 7.448GiB   0.94%               96MB / 228MB        0B / 0B             0
041fa1816cc4        app               0.10%               384.4MiB / 7.448GiB   5.04%               6.16GB / 5.65GB     229kB / 0B          0
a9330bc416f3        opt_engine           0.31%               116.5MiB / 7.448GiB   1.53%               2.74GB / 1.24GB     69.6kB / 16.3MB     0
497c982d402d        redis                   0.06%               2.094GiB / 7.448GiB   28.11%              4.22GB / 2.53GB     0B / 801GB          0
CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
cb815173b14c        nginx                0.00%               5.719MiB / 7.448GiB   0.07%               950MB / 981MB       36.9kB / 8.19kB     0
bb0b32bc4d1e        app_worker      0.00%               77.14MiB / 7.448GiB   1.01%               1.18GB / 1GB        0B / 0B             0
f69d55818a0b        app_scheduler   0.06%               72.1MiB / 7.448GiB    0.95%               96MB / 228MB        0B / 0B             0
041fa1816cc4        app               0.01%               384.1MiB / 7.448GiB   5.04%               6.16GB / 5.65GB     229kB / 0B          0
a9330bc416f3        opt_engine           0.32%               116.5MiB / 7.448GiB   1.53%               2.74GB / 1.24GB     69.6kB / 16.3MB     0
497c982d402d        redis                   0.07%               2.094GiB / 7.448GiB   28.11%              4.22GB / 2.53GB     0B / 801GB          0
CONTAINER ID        NAME                                           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
